Tournament,Stage,Match Type,Match Name,Map
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 2,EDward Gaming vs Gen.G,Breeze
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 2,FunPlus Phoenix vs LOUD,Sunset
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 2,FunPlus Phoenix vs LOUD,Breeze
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 2,Team Heretics vs Paper Rex,Sunset
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 2,Team Heretics vs Paper Rex,Lotus
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 2,Team Heretics vs Paper Rex,Split
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 3,LOUD vs EDward Gaming,Icebox
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 3,LOUD vs EDward Gaming,Sunset
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 3,Karmine Corp vs Paper Rex,Bind
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 3,Karmine Corp vs Paper Rex,Lotus
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 3,Karmine Corp vs Paper Rex,Ascent
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,Gen.G vs Paper Rex,Split
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,Gen.G vs Paper Rex,Lotus
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,Sentinels vs LOUD,Split
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,Sentinels vs LOUD,Icebox
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,Sentinels vs LOUD,Sunset
Champions Tour 2024: Masters Madrid,Playoffs,Upper Final,Gen.G vs Sentinels,Split
Champions Tour 2024: Masters Madrid,Playoffs,Upper Final,Gen.G vs Sentinels,Lotus
Champions Tour 2024: Masters Madrid,Playoffs,Upper Final,Gen.G vs Sentinels,Breeze
Champions Tour 2024: Masters Madrid,Playoffs,Lower Round 1,Paper Rex vs LOUD,Ascent
Champions Tour 2024: Masters Madrid,Playoffs,Lower Round 1,Paper Rex vs LOUD,Sunset
Champions Tour 2024: Masters Madrid,Playoffs,Lower Final,Sentinels vs Paper Rex,Lotus
Champions Tour 2024: Masters Madrid,Playoffs,Lower Final,Sentinels vs Paper Rex,Ascent
Champions Tour 2024: Masters Madrid,Playoffs,Lower Final,Sentinels vs Paper Rex,Split
Champions Tour 2024: Masters Madrid,Playoffs,Lower Final,Sentinels vs Paper Rex,Sunset
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,Gen.G vs Sentinels,Breeze
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,Gen.G vs Sentinels,Bind
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,Gen.G vs Sentinels,Ascent
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,Gen.G vs Sentinels,Split
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,Gen.G vs Sentinels,Icebox
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (A),NRG Esports vs FURIA,Breeze
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (A),NRG Esports vs FURIA,Ascent
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (A),Cloud9 vs MIBR,Bind
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (A),Cloud9 vs MIBR,Split
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (A),Cloud9 vs MIBR,Lotus
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (B),LOUD vs Sentinels,Split
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (B),LOUD vs Sentinels,Ascent
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (B),LEVIATÁN vs 100 Thieves,Bind
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (B),LEVIATÁN vs 100 Thieves,Split
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (B),LEVIATÁN vs 100 Thieves,Icebox
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (C),KRÜ Esports vs G2 Esports,Icebox
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (C),KRÜ Esports vs G2 Esports,Sunset
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (C),KRÜ Esports vs G2 Esports,Ascent
Champions Tour 2024: Americas Kickoff,Group Stage,Elimination (A),FURIA vs MIBR,Split
Champions Tour 2024: Americas Kickoff,Group Stage,Elimination (A),FURIA vs MIBR,Breeze
Champions Tour 2024: Americas Kickoff,Group Stage,Elimination (B),Sentinels vs 100 Thieves,Lotus
Champions Tour 2024: Americas Kickoff,Group Stage,Elimination (B),Sentinels vs 100 Thieves,Bind
Champions Tour 2024: Americas Kickoff,Group Stage,Elimination (B),Sentinels vs 100 Thieves,Split
Champions Tour 2024: Americas Kickoff,Group Stage,Winner's (A),NRG Esports vs Cloud9,Sunset
Champions Tour 2024: Americas Kickoff,Group Stage,Winner's (A),NRG Esports vs Cloud9,Ascent
Champions Tour 2024: Americas Kickoff,Group Stage,Winner's (B),LOUD vs LEVIATÁN,Bind
Champions Tour 2024: Americas Kickoff,Group Stage,Winner's (B),LOUD vs LEVIATÁN,Split
Champions Tour 2024: Americas Kickoff,Group Stage,Winner's (B),LOUD vs LEVIATÁN,Ascent
Champions Tour 2024: Americas Kickoff,Group Stage,Winner's (C),G2 Esports vs Evil Geniuses,Sunset
Champions Tour 2024: Americas Kickoff,Group Stage,Winner's (C),G2 Esports vs Evil Geniuses,Icebox
Champions Tour 2024: Americas Kickoff,Group Stage,Decider (A),Cloud9 vs MIBR,Bind
Champions Tour 2024: Americas Kickoff,Group Stage,Decider (A),Cloud9 vs MIBR,Ascent
Champions Tour 2024: Americas Kickoff,Group Stage,Decider (B),LEVIATÁN vs Sentinels,Split
Champions Tour 2024: Americas Kickoff,Group Stage,Decider (B),LEVIATÁN vs Sentinels,Breeze
Champions Tour 2024: Americas Kickoff,Group Stage,Decider (B),LEVIATÁN vs Sentinels,Bind
Champions Tour 2024: Americas Kickoff,Group Stage,Decider (C),G2 Esports vs KRÜ Esports,Split
Champions Tour 2024: Americas Kickoff,Group Stage,Decider (C),G2 Esports vs KRÜ Esports,Sunset
Champions Tour 2024: Americas Kickoff,Play-Ins,Play-ins,MIBR vs Sentinels,Split
Champions Tour 2024: Americas Kickoff,Play-Ins,Play-ins,MIBR vs Sentinels,Ascent
Champions Tour 2024: Americas Kickoff,Play-Ins,Play-ins,G2 Esports vs MIBR,Sunset
Champions Tour 2024: Americas Kickoff,Play-Ins,Play-ins,G2 Esports vs MIBR,Split
Champions Tour 2024: Americas Kickoff,Play-Ins,Play-ins,G2 Esports vs MIBR,Breeze
Champions Tour 2024: Americas Kickoff,Play-Ins,Play-ins,Sentinels vs G2 Esports,Sunset
Champions Tour 2024: Americas Kickoff,Play-Ins,Play-ins,Sentinels vs G2 Esports,Breeze
Champions Tour 2024: Americas Kickoff,Play-Ins,Play-ins,Sentinels vs G2 Esports,Split
Champions Tour 2024: Americas Kickoff,Playoffs,Semifinals,Evil Geniuses vs LOUD,Ascent
Champions Tour 2024: Americas Kickoff,Playoffs,Semifinals,Evil Geniuses vs LOUD,Icebox
Champions Tour 2024: Americas Kickoff,Playoffs,Semifinals,Evil Geniuses vs LOUD,Sunset
Champions Tour 2024: Americas Kickoff,Playoffs,Semifinals,NRG Esports vs Sentinels,Sunset
Champions Tour 2024: Americas Kickoff,Playoffs,Semifinals,NRG Esports vs Sentinels,Ascent
Champions Tour 2024: Americas Kickoff,Playoffs,Semifinals,NRG Esports vs Sentinels,Split
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,LOUD vs Sentinels,Sunset
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,LOUD vs Sentinels,Split
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,LOUD vs Sentinels,Icebox
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,LOUD vs Sentinels,Bind
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,LOUD vs Sentinels,Lotus
Champions Tour 2024: China Kickoff,Group Stage,Opening (A),Trace Esports vs TYLOO,Ascent
Champions Tour 2024: China Kickoff,Group Stage,Opening (A),Trace Esports vs TYLOO,Sunset
Champions Tour 2024: China Kickoff,Group Stage,Opening (A),FunPlus Phoenix vs Nova Esports,Sunset
Champions Tour 2024: China Kickoff,Group Stage,Opening (A),FunPlus Phoenix vs Nova Esports,Lotus
Champions Tour 2024: China Kickoff,Group Stage,Opening (B),JDG Esports vs Titan Esports Club,Lotus
Champions Tour 2024: China Kickoff,Group Stage,Opening (B),JDG Esports vs Titan Esports Club,Bind
Champions Tour 2024: China Kickoff,Group Stage,Opening (B),Dragon Ranger Gaming vs All Gamers,Sunset
Champions Tour 2024: China Kickoff,Group Stage,Opening (B),Dragon Ranger Gaming vs All Gamers,Ascent
Champions Tour 2024: China Kickoff,Group Stage,Opening (C),Bilibili Gaming vs Wolves Esports,Ascent
Champions Tour 2024: China Kickoff,Group Stage,Opening (C),Bilibili Gaming vs Wolves Esports,Icebox
Champions Tour 2024: China Kickoff,Group Stage,Elimination (A),TYLOO vs Nova Esports,Ascent
Champions Tour 2024: China Kickoff,Group Stage,Elimination (A),TYLOO vs Nova Esports,Split
Champions Tour 2024: China Kickoff,Group Stage,Elimination (B),JDG Esports vs All Gamers,Icebox
Champions Tour 2024: China Kickoff,Group Stage,Elimination (B),JDG Esports vs All Gamers,Sunset
Champions Tour 2024: China Kickoff,Group Stage,Winner's (A),Trace Esports vs FunPlus Phoenix,Sunset
Champions Tour 2024: China Kickoff,Group Stage,Winner's (A),Trace Esports vs FunPlus Phoenix,Bind
Champions Tour 2024: China Kickoff,Group Stage,Winner's (A),Trace Esports vs FunPlus Phoenix,Lotus
Champions Tour 2024: China Kickoff,Group Stage,Winner's (B),Titan Esports Club vs Dragon Ranger Gaming,Icebox
Champions Tour 2024: China Kickoff,Group Stage,Winner's (B),Titan Esports Club vs Dragon Ranger Gaming,Split
Champions Tour 2024: China Kickoff,Group Stage,Winner's (B),Titan Esports Club vs Dragon Ranger Gaming,Bind
Champions Tour 2024: China Kickoff,Group Stage,Winner's (C),Wolves Esports vs EDward Gaming,Bind
Champions Tour 2024: China Kickoff,Group Stage,Winner's (C),Wolves Esports vs EDward Gaming,Ascent
Champions Tour 2024: China Kickoff,Group Stage,Winner's (C),Wolves Esports vs EDward Gaming,Breeze
Champions Tour 2024: China Kickoff,Group Stage,Decider (A),Trace Esports vs Nova Esports,Split
Champions Tour 2024: China Kickoff,Group Stage,Decider (A),Trace Esports vs Nova Esports,Lotus
Champions Tour 2024: China Kickoff,Group Stage,Decider (B),Titan Esports Club vs JDG Esports,Bind
Champions Tour 2024: China Kickoff,Group Stage,Decider (B),Titan Esports Club vs JDG Esports,Icebox
Champions Tour 2024: China Kickoff,Group Stage,Decider (B),Titan Esports Club vs JDG Esports,Lotus
Champions Tour 2024: China Kickoff,Group Stage,Decider (C),Wolves Esports vs Bilibili Gaming,Sunset
Champions Tour 2024: China Kickoff,Group Stage,Decider (C),Wolves Esports vs Bilibili Gaming,Icebox
Champions Tour 2024: China Kickoff,Play-Ins,Round-Robin,Trace Esports vs Titan Esports Club,Breeze
Champions Tour 2024: China Kickoff,Play-Ins,Round-Robin,Trace Esports vs Titan Esports Club,Lotus
Champions Tour 2024: China Kickoff,Play-Ins,Round-Robin,Trace Esports vs Titan Esports Club,Split
Champions Tour 2024: China Kickoff,Play-Ins,Round-Robin,Bilibili Gaming vs Titan Esports Club,Lotus
Champions Tour 2024: China Kickoff,Play-Ins,Round-Robin,Bilibili Gaming vs Titan Esports Club,Ascent
Champions Tour 2024: China Kickoff,Play-Ins,Round-Robin,Bilibili Gaming vs Trace Esports,Lotus
Champions Tour 2024: China Kickoff,Play-Ins,Round-Robin,Bilibili Gaming vs Trace Esports,Sunset
Champions Tour 2024: China Kickoff,Play-Ins,Round-Robin,Bilibili Gaming vs Trace Esports,Bind
Champions Tour 2024: China Kickoff,Playoffs,Semifinals,FunPlus Phoenix vs Dragon Ranger Gaming,Ascent
Champions Tour 2024: China Kickoff,Playoffs,Semifinals,FunPlus Phoenix vs Dragon Ranger Gaming,Breeze
Champions Tour 2024: China Kickoff,Playoffs,Semifinals,EDward Gaming vs Trace Esports,Sunset
Champions Tour 2024: China Kickoff,Playoffs,Semifinals,EDward Gaming vs Trace Esports,Bind
Champions Tour 2024: China Kickoff,Playoffs,Grand Final,FunPlus Phoenix vs EDward Gaming,Breeze
Champions Tour 2024: China Kickoff,Playoffs,Grand Final,FunPlus Phoenix vs EDward Gaming,Split
Champions Tour 2024: China Kickoff,Playoffs,Grand Final,FunPlus Phoenix vs EDward Gaming,Icebox
Champions Tour 2024: China Kickoff,Playoffs,Grand Final,FunPlus Phoenix vs EDward Gaming,Ascent
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (A),FUT Esports vs Team Heretics,Lotus
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (A),FUT Esports vs Team Heretics,Bind
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (A),GIANTX vs Karmine Corp,Split
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (A),GIANTX vs Karmine Corp,Sunset
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (A),GIANTX vs Karmine Corp,Lotus
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),Natus Vincere vs BBL Esports,Bind
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),Natus Vincere vs BBL Esports,Ascent
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),Natus Vincere vs BBL Esports,Breeze
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),Team Liquid vs KOI,Icebox
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),Team Liquid vs KOI,Bind
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (C),Team Vitality vs Gentle Mates,Sunset
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (C),Team Vitality vs Gentle Mates,Lotus
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (A),Team Heretics vs Karmine Corp,Split
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (A),Team Heretics vs Karmine Corp,Lotus
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (A),FUT Esports vs GIANTX,Split
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (A),FUT Esports vs GIANTX,Icebox
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (A),FUT Esports vs GIANTX,Sunset
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (B),Natus Vincere vs Team Liquid,Split
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (B),Natus Vincere vs Team Liquid,Breeze
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (B),BBL Esports vs KOI,Bind
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (B),BBL Esports vs KOI,Split
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (C),Team Vitality vs FNATIC,Lotus
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (C),Team Vitality vs FNATIC,Ascent
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (C),Team Vitality vs Gentle Mates,Breeze
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (C),Team Vitality vs Gentle Mates,Lotus
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (C),Team Vitality vs Gentle Mates,Sunset
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (A),Karmine Corp vs FUT Esports,Lotus
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (A),Karmine Corp vs FUT Esports,Bind
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (A),Karmine Corp vs FUT Esports,Sunset
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (B),Team Liquid vs KOI,Sunset
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (B),Team Liquid vs KOI,Icebox
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (B),Team Liquid vs KOI,Split
Champions Tour 2024: EMEA Kickoff,Play-In Stage,Play-ins,Karmine Corp vs Team Vitality,Sunset
Champions Tour 2024: EMEA Kickoff,Play-In Stage,Play-ins,Karmine Corp vs Team Vitality,Ascent
Champions Tour 2024: EMEA Kickoff,Play-In Stage,Play-ins,KOI vs Team Vitality,Sunset
Champions Tour 2024: EMEA Kickoff,Play-In Stage,Play-ins,KOI vs Team Vitality,Breeze
Champions Tour 2024: EMEA Kickoff,Play-In Stage,Play-ins,Karmine Corp vs KOI,Sunset
Champions Tour 2024: EMEA Kickoff,Play-In Stage,Play-ins,Karmine Corp vs KOI,Bind
Champions Tour 2024: EMEA Kickoff,Playoffs,Semifinals,Team Heretics vs Natus Vincere,Sunset
Champions Tour 2024: EMEA Kickoff,Playoffs,Semifinals,Team Heretics vs Natus Vincere,Breeze
Champions Tour 2024: EMEA Kickoff,Playoffs,Semifinals,FNATIC vs Karmine Corp,Lotus
Champions Tour 2024: EMEA Kickoff,Playoffs,Semifinals,FNATIC vs Karmine Corp,Split
Champions Tour 2024: EMEA Kickoff,Playoffs,Grand Final,Team Heretics vs Karmine Corp,Sunset
Champions Tour 2024: EMEA Kickoff,Playoffs,Grand Final,Team Heretics vs Karmine Corp,Lotus
Champions Tour 2024: EMEA Kickoff,Playoffs,Grand Final,Team Heretics vs Karmine Corp,Icebox
Champions Tour 2024: EMEA Kickoff,Playoffs,Grand Final,Team Heretics vs Karmine Corp,Split
Champions Tour 2024: Pacific Kickoff,Group Stage,Opening (A),T1 vs BLEED,Breeze
Champions Tour 2024: Pacific Kickoff,Group Stage,Opening (A),T1 vs BLEED,Lotus
Champions Tour 2024: Pacific Kickoff,Group Stage,Opening (C),Gen.G vs Rex Regum Qeon,Icebox
Champions Tour 2024: Pacific Kickoff,Group Stage,Opening (C),Gen.G vs Rex Regum Qeon,Split
Champions Tour 2024: Pacific Kickoff,Group Stage,Opening (C),Gen.G vs Rex Regum Qeon,Sunset
Champions Tour 2024: Pacific Kickoff,Group Stage,Opening (A),ZETA DIVISION vs Global Esports,Bind
Champions Tour 2024: Pacific Kickoff,Group Stage,Opening (A),ZETA DIVISION vs Global Esports,Icebox
Champions Tour 2024: Pacific Kickoff,Group Stage,Opening (B),Team Secret vs Talon Esports,Breeze
Champions Tour 2024: Pacific Kickoff,Group Stage,Opening (B),Team Secret vs Talon Esports,Ascent
Champions Tour 2024: Pacific Kickoff,Group Stage,Opening (B),DRX vs DetonatioN FocusMe,Lotus
Champions Tour 2024: Pacific Kickoff,Group Stage,Opening (B),DRX vs DetonatioN FocusMe,Breeze
Champions Tour 2024: Pacific Kickoff,Group Stage,Winner's (C),Gen.G vs Paper Rex,Breeze
Champions Tour 2024: Pacific Kickoff,Group Stage,Winner's (C),Gen.G vs Paper Rex,Lotus
Champions Tour 2024: Pacific Kickoff,Group Stage,Winner's (C),Gen.G vs Paper Rex,Sunset
Champions Tour 2024: Pacific Kickoff,Group Stage,Elimination (A),BLEED vs Global Esports,Sunset
Champions Tour 2024: Pacific Kickoff,Group Stage,Elimination (A),BLEED vs Global Esports,Icebox
Champions Tour 2024: Pacific Kickoff,Group Stage,Elimination (A),BLEED vs Global Esports,Split
Champions Tour 2024: Pacific Kickoff,Group Stage,Winner's (A),T1 vs ZETA DIVISION,Ascent
Champions Tour 2024: Pacific Kickoff,Group Stage,Winner's (A),T1 vs ZETA DIVISION,Lotus
Champions Tour 2024: Pacific Kickoff,Group Stage,Winner's (A),T1 vs ZETA DIVISION,Sunset
Champions Tour 2024: Pacific Kickoff,Group Stage,Elimination (B),DetonatioN FocusMe vs Team Secret,Lotus
Champions Tour 2024: Pacific Kickoff,Group Stage,Elimination (B),DetonatioN FocusMe vs Team Secret,Breeze
Champions Tour 2024: Pacific Kickoff,Group Stage,Winner's (B),DRX vs Talon Esports,Split
Champions Tour 2024: Pacific Kickoff,Group Stage,Winner's (B),DRX vs Talon Esports,Ascent
Champions Tour 2024: Pacific Kickoff,Group Stage,Decider (C),Gen.G vs Rex Regum Qeon,Lotus
Champions Tour 2024: Pacific Kickoff,Group Stage,Decider (C),Gen.G vs Rex Regum Qeon,Breeze
Champions Tour 2024: Pacific Kickoff,Group Stage,Decider (C),Gen.G vs Rex Regum Qeon,Icebox
Champions Tour 2024: Pacific Kickoff,Group Stage,Decider (B),Talon Esports vs Team Secret,Breeze
Champions Tour 2024: Pacific Kickoff,Group Stage,Decider (B),Talon Esports vs Team Secret,Ascent
Champions Tour 2024: Pacific Kickoff,Group Stage,Decider (A),ZETA DIVISION vs Global Esports,Bind
Champions Tour 2024: Pacific Kickoff,Group Stage,Decider (A),ZETA DIVISION vs Global Esports,Lotus
Champions Tour 2024: Pacific Kickoff,Play-Ins,Play-ins,Team Secret vs Gen.G,Breeze
Champions Tour 2024: Pacific Kickoff,Play-Ins,Play-ins,Team Secret vs Gen.G,Lotus
Champions Tour 2024: Pacific Kickoff,Play-Ins,Play-ins,Team Secret vs Gen.G,Icebox
Champions Tour 2024: Pacific Kickoff,Play-Ins,Play-ins,ZETA DIVISION vs Team Secret,Icebox
Champions Tour 2024: Pacific Kickoff,Play-Ins,Play-ins,ZETA DIVISION vs Team Secret,Ascent
Champions Tour 2024: Pacific Kickoff,Play-Ins,Play-ins,Gen.G vs ZETA DIVISION,Icebox
Champions Tour 2024: Pacific Kickoff,Play-Ins,Play-ins,Gen.G vs ZETA DIVISION,Ascent
Champions Tour 2024: Pacific Kickoff,Playoffs,Semifinals,T1 vs Paper Rex,Split
Champions Tour 2024: Pacific Kickoff,Playoffs,Semifinals,T1 vs Paper Rex,Ascent
Champions Tour 2024: Pacific Kickoff,Playoffs,Semifinals,DRX vs Gen.G,Bind
Champions Tour 2024: Pacific Kickoff,Playoffs,Semifinals,DRX vs Gen.G,Lotus
Champions Tour 2024: Pacific Kickoff,Playoffs,Grand Final,Paper Rex vs Gen.G,Ascent
Champions Tour 2024: Pacific Kickoff,Playoffs,Grand Final,Paper Rex vs Gen.G,Split
Champions Tour 2024: Pacific Kickoff,Playoffs,Grand Final,Paper Rex vs Gen.G,Lotus
Champions Tour 2024: Pacific Kickoff,Playoffs,Grand Final,Paper Rex vs Gen.G,Bind
